employee_id,department,role_level,tenure_years,salary_band,performance_rating,training_hours_annual,avg_overtime_hrs_week,job_satisfaction_score,work_life_balance_score,last_promotion_years_ago,attrition_flag
EMP-0009798,Customer Success,Analyst,13.1,Band 4,4.2,9,18.2,1.7,4.4,7.2,1
EMP-0012789,Finance,Associate,5.4,Band 2,2.2,99,8.7,1.8,3.1,2.1,0
EMP-0014591,IT,Analyst,29.4,Band 3,4.5,3,18.2,3.1,3.7,4.2,1
EMP-0002371,Customer Success,Manager,13.4,Band 6,1.6,85,9.9,1.4,3.7,7.3,0
EMP-0013194,Engineering,Manager,12.2,Band 6,4.9,0,18.6,3.4,1.7,9.6,0
EMP-0010004,Legal,Manager,13.8,Band 2,2.7,61,0.7,3.1,1.7,7.9,1
EMP-0009936,Marketing,VP,2.3,Band 3,5.0,22,21.4,2.5,2.5,7.9,0
EMP-0011598,Finance,Associate,8.4,Band 6,1.9,93,23.4,1.9,3.3,1.1,1
EMP-0002361,Marketing,Team Lead,0.8,Band 4,2.4,75,3.8,3.2,4.2,7.0,0
EMP-0003229,Sales,VP,27.4,Band 3,4.2,26,17.1,1.3,2.6,4.7,0
EMP-0003058,IT,Senior Manager,5.8,Band 5,2.5,63,15.6,3.1,4.5,1.8,1
EMP-0008610,IT,Manager,29.8,Band 5,3.9,39,12.8,2.5,2.2,7.4,0
EMP-0006671,Sales,VP,17.9,Band 5,2.5,51,7.4,3.6,2.6,6.0,0
EMP-0010447,Customer Success,Team Lead,24.8,Band 2,4.9,35,8.6,4.1,4.3,0.3,1
EMP-0010905,Operations,Analyst,18.1,Band 5,1.8,25,1.1,1.8,4.3,3.6,1
EMP-0003765,Marketing,Manager,11.4,Band 3,2.1,57,24.8,3.9,4.3,0.7,1
EMP-0003707,Legal,Analyst,15.9,Band 2,1.6,45,19.9,3.9,2.7,4.9,1
EMP-0002867,Marketing,VP,20.7,Band 3,1.6,119,23.0,4.2,4.3,5.9,0
EMP-0010639,Legal,Associate,6.5,Band 2,1.9,70,13.5,3.1,4.0,4.0,0
EMP-0011887,Sales,Manager,5.2,Band 1,1.5,45,5.1,4.5,4.1,6.7,0
EMP-0005037,Product,Director,6.8,Band 3,4.3,20,7.4,1.3,4.2,3.2,0
EMP-0006378,Legal,Director,3.8,Band 3,2.0,64,14.6,3.0,3.5,8.4,0
EMP-0014685,Product,Analyst,9.7,Band 6,3.5,24,5.7,2.4,2.9,2.0,1
EMP-0005898,Sales,VP,8.7,Band 3,4.7,89,3.2,4.1,3.3,2.5,0
EMP-0010314,Finance,Director,2.5,Band 1,1.6,63,8.5,3.1,1.8,6.0,1
EMP-0012742,Customer Success,VP,20.3,Band 3,3.5,91,8.3,4.6,1.7,8.0,0
EMP-0009767,Customer Success,Associate,20.1,Band 1,3.5,16,16.3,4.1,1.5,6.0,0
EMP-0013303,IT,Manager,22.0,Band 1,3.4,95,5.3,3.2,3.8,4.1,0
EMP-0004973,Sales,Director,1.0,Band 1,3.6,105,2.4,3.6,4.0,5.6,0
EMP-0009333,Legal,Team Lead,0.9,Band 4,2.3,66,24.9,3.3,3.6,9.6,0
EMP-0005428,Product,Senior Manager,5.2,Band 1,2.9,65,0.7,2.2,4.7,0.4,0
EMP-0009316,Customer Success,Analyst,23.0,Band 3,3.1,20,23.6,4.1,1.8,6.0,0
EMP-0009499,Sales,Analyst,15.3,Band 5,1.8,93,21.8,3.2,2.3,6.7,0
EMP-0003777,IT,VP,26.0,Band 1,3.8,77,14.7,1.7,5.0,6.0,1
EMP-0002443,HR,Director,16.5,Band 1,3.5,32,11.4,3.6,3.4,9.4,0
EMP-0000455,Finance,Senior Manager,16.8,Band 4,4.9,14,18.1,2.8,4.5,9.9,0
EMP-0000647,Legal,VP,25.3,Band 2,3.2,16,16.5,4.7,3.3,8.8,0
EMP-0011714,Product,Manager,6.4,Band 1,1.9,59,2.6,1.3,2.6,4.7,0
EMP-0010610,Product,Team Lead,1.5,Band 2,1.7,1,1.6,3.6,2.8,5.0,1
EMP-0007357,Engineering,Director,25.3,Band 2,1.6,55,5.9,3.9,3.5,8.8,1
EMP-0008302,Customer Success,Senior Manager,22.3,Band 2,2.6,19,6.9,2.1,2.0,3.4,0
EMP-0001887,Marketing,VP,10.9,Band 1,4.1,18,17.6,3.4,3.0,9.7,0
EMP-0006177,HR,Manager,19.4,Band 4,4.3,75,10.1,1.9,3.3,2.3,0
EMP-0008503,Operations,Individual Contributor,28.7,Band 1,3.8,60,15.9,3.9,2.4,7.3,0
EMP-0003858,Sales,Manager,18.8,Band 5,4.8,71,20.7,4.0,2.9,1.2,0
EMP-0011726,Operations,Senior Manager,5.6,Band 5,2.0,27,7.7,2.9,3.6,3.6,0
EMP-0001602,HR,Director,13.3,Band 3,2.8,64,22.7,4.6,2.9,7.0,1
EMP-0002774,IT,Manager,18.1,Band 4,1.7,50,6.2,2.6,2.3,2.5,0
EMP-0000992,Finance,Manager,29.4,Band 3,4.2,61,15.3,2.1,2.7,2.8,0
EMP-0004286,Marketing,Analyst,16.2,Band 3,2.8,114,18.4,3.5,2.3,7.9,0
EMP-0006268,Finance,Manager,6.5,Band 5,4.7,8,0.1,2.8,4.6,2.9,0
EMP-0007656,HR,Director,17.9,Band 5,3.5,72,20.2,4.2,2.9,0.8,0
EMP-0005384,Marketing,Director,3.4,Band 3,4.7,50,16.3,3.9,2.5,9.0,0
EMP-0002366,Product,Associate,18.2,Band 3,4.5,21,19.1,3.0,3.0,9.5,1
EMP-0010330,IT,Team Lead,27.5,Band 1,2.6,48,6.9,2.6,2.6,4.2,1
EMP-0012015,Sales,Individual Contributor,12.3,Band 4,3.1,59,16.4,3.5,4.3,0.8,0
EMP-0009125,Finance,Manager,5.1,Band 1,2.7,43,0.5,3.2,3.0,9.5,0
EMP-0012797,Operations,Team Lead,13.9,Band 1,4.6,109,16.3,4.2,3.1,6.9,1
EMP-0014474,HR,Individual Contributor,12.6,Band 1,2.1,69,5.2,3.1,2.4,3.9,0
EMP-0007366,Legal,Senior Manager,11.6,Band 1,1.9,78,9.0,4.3,2.0,4.8,0
EMP-0001597,Finance,Analyst,28.6,Band 1,4.2,71,8.6,2.9,3.3,4.5,1
EMP-0005387,Finance,Analyst,0.9,Band 4,2.9,31,0.8,2.9,4.4,6.7,0
EMP-0004391,Finance,Team Lead,12.4,Band 2,3.5,2,24.2,1.7,3.5,9.3,1
EMP-0007042,Sales,Director,1.4,Band 5,1.6,7,24.7,4.0,3.5,7.8,0
EMP-0005564,Marketing,Individual Contributor,26.2,Band 4,4.9,99,23.8,3.2,2.6,4.1,0
EMP-0003023,HR,Analyst,3.8,Band 1,4.7,36,19.8,3.1,4.7,1.5,0
EMP-0012492,Marketing,Manager,29.7,Band 5,1.6,80,20.7,2.9,2.8,8.7,0
EMP-0008315,IT,Analyst,21.3,Band 1,2.1,63,13.5,2.3,3.5,2.7,0
EMP-0002969,Legal,VP,2.0,Band 6,3.9,32,0.1,3.8,2.0,6.4,0
EMP-0002665,HR,VP,22.6,Band 2,3.8,35,8.9,4.0,1.5,6.9,0
EMP-0005615,Marketing,Manager,20.5,Band 4,2.6,21,14.6,2.6,2.0,0.9,0
EMP-0006729,Marketing,Individual Contributor,14.8,Band 2,1.6,87,19.7,3.0,4.8,8.6,1
EMP-0010392,Product,Director,29.5,Band 1,3.1,56,9.9,3.6,2.5,8.9,0
EMP-0009587,Marketing,Manager,22.9,Band 4,4.3,84,23.5,2.5,3.9,4.8,0
EMP-0005199,IT,Analyst,25.3,Band 5,2.1,9,17.5,2.1,3.9,4.4,0
EMP-0011707,Operations,Associate,17.2,Band 2,3.0,70,19.3,3.7,3.2,4.7,1
EMP-0003678,Operations,Director,16.3,Band 4,3.4,114,14.3,2.5,2.7,8.5,0
EMP-0009443,Marketing,Team Lead,11.4,Band 4,2.4,25,14.0,4.4,2.5,5.3,0
EMP-0008760,Marketing,Team Lead,23.0,Band 4,4.5,69,1.8,3.0,3.3,3.5,0
EMP-0004018,Finance,Manager,2.8,Band 1,3.4,8,11.2,2.3,2.0,4.6,0
EMP-0004099,HR,Associate,12.3,Band 2,2.9,71,5.6,3.1,2.2,5.1,1
EMP-0006634,Product,VP,2.8,Band 4,3.9,88,2.6,2.6,4.1,4.1,0
EMP-0007215,Legal,Analyst,26.3,Band 2,4.1,55,20.2,3.8,3.6,8.5,0
EMP-0000274,HR,Analyst,16.8,Band 2,1.8,46,5.3,3.4,2.0,3.8,0
EMP-0009808,Legal,Team Lead,14.6,Band 1,1.9,29,12.7,4.7,2.7,3.0,0
EMP-0011990,Sales,Analyst,15.0,Band 2,1.8,8,18.5,4.7,3.6,0.1,1
EMP-0004254,HR,Associate,18.2,Band 5,2.2,107,13.0,2.3,1.0,1.9,0
EMP-0009030,Legal,Manager,26.6,Band 1,3.4,78,18.9,3.2,1.8,0.4,0
EMP-0014491,Legal,Analyst,15.2,Band 1,1.8,79,18.7,1.8,3.9,7.7,1
EMP-0006405,Finance,Individual Contributor,5.1,Band 3,3.7,115,13.1,2.8,2.7,7.3,0
EMP-0014564,Engineering,Associate,24.1,Band 2,1.9,80,16.3,2.4,3.6,6.6,0
EMP-0011912,Marketing,VP,20.8,Band 3,1.8,69,5.7,2.7,2.4,6.3,0
EMP-0007967,Sales,Analyst,13.5,Band 3,2.7,3,7.1,4.8,2.9,6.0,0
EMP-0007545,Engineering,Manager,11.1,Band 3,3.6,106,18.1,4.1,3.4,0.6,0
EMP-0008466,Marketing,Manager,27.8,Band 5,4.6,104,5.5,3.5,3.8,0.2,0
EMP-0008866,Finance,Senior Manager,10.4,Band 2,2.1,93,1.8,3.0,4.0,9.4,0
EMP-0002329,HR,Senior Manager,15.9,Band 1,3.5,40,4.1,3.0,3.5,2.9,0
EMP-0002253,Finance,Associate,13.4,Band 1,2.4,87,1.5,2.0,2.9,2.4,1
EMP-0003392,Marketing,Individual Contributor,20.2,Band 1,2.9,32,16.0,2.6,4.6,9.4,0
EMP-0003183,Sales,VP,8.4,Band 1,2.7,54,1.9,2.0,2.3,9.5,0
EMP-0007890,Marketing,Director,16.0,Band 3,2.3,11,8.7,2.8,2.4,4.1,0
EMP-0012131,Operations,Director,26.9,Band 1,2.1,56,19.9,2.7,4.7,9.4,1
EMP-0000983,Operations,Senior Manager,28.8,Band 6,3.9,72,2.5,2.2,3.6,5.2,1
EMP-0014729,Product,Senior Manager,25.4,Band 4,2.5,40,7.3,3.1,3.7,3.8,0
EMP-0005281,Finance,Associate,12.4,Band 2,1.7,7,9.9,3.5,2.5,5.2,0
EMP-0009500,IT,Associate,29.8,Band 4,2.9,67,10.2,3.9,2.2,0.6,0
EMP-0000789,HR,Individual Contributor,3.5,Band 2,4.9,92,12.5,2.9,3.5,4.3,1
EMP-0008211,HR,Associate,17.6,Band 3,4.1,86,24.8,2.6,4.3,6.8,0
EMP-0011397,Sales,Analyst,18.9,Band 3,4.5,17,20.0,2.5,2.4,8.7,0
EMP-0010951,Product,Associate,23.4,Band 4,1.9,15,21.7,2.5,3.0,3.6,0
EMP-0011988,Sales,VP,29.3,Band 1,3.2,9,5.9,4.4,2.0,5.0,0
EMP-0013732,Finance,Senior Manager,11.4,Band 3,3.2,21,21.5,2.5,2.3,6.8,1
EMP-0013315,Legal,VP,29.7,Band 3,1.7,94,21.6,2.3,2.5,6.7,1
EMP-0007342,Sales,Analyst,11.4,Band 1,2.0,30,16.1,2.4,3.5,1.8,0
EMP-0001088,Product,Associate,12.6,Band 4,4.9,62,23.9,1.0,1.1,4.3,1
EMP-0006183,Customer Success,Manager,3.7,Band 4,4.1,1,0.1,4.1,2.3,8.0,1
EMP-0003536,Operations,Associate,16.6,Band 4,1.7,47,10.3,2.7,1.9,3.5,1
EMP-0007402,Operations,Director,19.9,Band 1,1.7,24,5.8,2.9,1.9,8.0,1
EMP-0010099,Product,Director,19.3,Band 2,3.4,12,12.4,3.1,2.0,4.4,1
EMP-0009489,IT,Senior Manager,20.7,Band 2,3.1,39,19.3,4.7,3.0,0.8,0
EMP-0012494,IT,VP,14.2,Band 2,3.2,74,25.0,2.9,2.8,5.9,0
EMP-0002311,HR,Senior Manager,2.8,Band 2,1.5,60,17.7,1.7,3.8,9.0,0
EMP-0001692,Engineering,Team Lead,22.6,Band 2,2.3,58,14.8,3.9,3.8,9.4,0
EMP-0001526,Sales,Associate,22.5,Band 1,4.5,98,5.5,2.6,2.6,6.4,1
EMP-0001859,IT,Senior Manager,8.1,Band 3,2.9,96,13.6,2.8,2.9,6.9,0
EMP-0002716,Sales,VP,8.6,Band 3,2.0,11,21.5,3.7,3.8,6.1,1
EMP-0004160,HR,Senior Manager,24.6,Band 2,3.4,71,7.1,2.8,3.7,3.3,1
EMP-0009616,Product,Senior Manager,28.4,Band 1,4.4,17,4.9,2.8,5.0,4.8,0
EMP-0003256,Customer Success,VP,19.4,Band 1,2.1,58,15.5,2.7,2.7,6.7,0
EMP-0012936,Marketing,VP,6.8,Band 1,4.1,53,24.1,3.3,1.9,4.3,0
EMP-0006241,HR,VP,25.3,Band 1,4.2,106,10.1,1.5,2.4,7.6,1
EMP-0004727,Product,Senior Manager,23.0,Band 2,3.6,87,11.5,3.5,2.0,6.3,0
EMP-0004968,Finance,Senior Manager,14.7,Band 5,1.8,38,23.5,4.4,3.2,9.8,0
EMP-0010067,Operations,Analyst,28.2,Band 1,1.6,41,24.7,3.4,2.0,7.3,1
EMP-0004816,Marketing,Manager,25.9,Band 5,1.9,2,1.6,2.1,1.0,3.9,0
EMP-0008892,IT,Manager,27.6,Band 4,3.8,22,4.0,2.4,1.7,8.6,0
EMP-0006318,Customer Success,Associate,13.1,Band 4,2.6,72,17.6,3.3,2.6,7.1,0
EMP-0006835,Product,Senior Manager,7.5,Band 3,3.2,68,7.2,2.3,5.0,4.9,0
EMP-0004005,Legal,Analyst,7.9,Band 2,2.9,4,2.7,3.3,3.7,8.1,1
EMP-0013365,HR,Team Lead,26.8,Band 1,2.7,120,24.5,3.7,4.5,0.4,1
EMP-0013386,Marketing,VP,2.3,Band 6,4.0,113,18.6,4.1,1.5,4.5,0
EMP-0006244,Sales,Individual Contributor,25.6,Band 4,3.4,18,5.7,2.7,3.2,2.0,1
EMP-0008791,Operations,Team Lead,13.1,Band 4,2.7,19,23.3,1.8,2.2,3.5,1
EMP-0000633,Customer Success,Analyst,17.8,Band 5,1.6,117,20.3,3.2,2.2,2.5,1
EMP-0008436,HR,Manager,24.8,Band 2,2.0,79,4.4,2.7,1.0,1.8,0
EMP-0014680,Product,Manager,14.4,Band 2,2.8,14,20.9,3.9,2.3,10.0,1
EMP-0013053,Legal,Manager,0.8,Band 6,3.5,34,20.7,3.1,1.9,7.9,0
EMP-0009947,HR,Senior Manager,20.2,Band 1,4.7,77,1.1,3.0,1.5,8.3,0
EMP-0008830,Sales,Analyst,28.1,Band 1,3.8,64,6.0,4.2,5.0,3.4,0
EMP-0014697,Product,Individual Contributor,8.7,Band 5,1.6,25,14.9,4.4,3.9,0.3,0
EMP-0005835,Finance,Director,3.7,Band 3,3.2,70,9.3,4.2,2.9,4.8,0
EMP-0003184,Finance,Manager,3.7,Band 3,3.4,106,9.5,2.6,4.0,6.8,0
EMP-0001401,Customer Success,Associate,5.2,Band 4,1.7,23,22.9,3.7,3.1,4.4,0
EMP-0011767,Sales,VP,14.8,Band 1,4.7,35,22.5,3.3,1.9,5.4,1
EMP-0009135,Operations,Manager,25.4,Band 3,3.2,61,2.4,2.8,2.8,5.2,0
EMP-0006715,HR,Individual Contributor,0.9,Band 2,3.7,117,4.7,1.5,3.1,4.7,1
EMP-0000759,Finance,Director,8.7,Band 2,4.2,86,11.2,3.6,2.3,1.0,0
EMP-0003716,Marketing,Associate,20.6,Band 3,3.3,67,4.4,2.3,1.0,1.7,1
EMP-0002147,Marketing,Associate,0.5,Band 1,4.2,84,13.3,3.5,4.0,5.9,0
EMP-0006144,Sales,Individual Contributor,26.2,Band 6,3.3,113,7.7,3.2,3.4,8.4,0
EMP-0011954,Operations,Associate,26.9,Band 3,4.7,70,11.8,2.6,1.8,7.0,1
EMP-0003257,Engineering,Manager,13.9,Band 3,4.6,74,4.4,3.8,3.1,7.8,0
EMP-0009108,Legal,Director,7.2,Band 3,4.5,25,22.8,3.4,3.1,2.5,0
EMP-0011802,IT,Analyst,1.2,Band 3,4.4,82,13.4,1.6,3.1,6.3,0
EMP-0012165,Product,Analyst,20.9,Band 1,4.6,106,14.4,4.4,4.3,7.7,0
EMP-0010378,Marketing,Senior Manager,2.2,Band 1,4.8,52,23.8,2.4,4.6,9.4,0
EMP-0002385,HR,Team Lead,5.6,Band 3,4.5,50,2.2,2.4,3.3,6.5,0
EMP-0010429,IT,Individual Contributor,20.4,Band 5,4.4,112,0.2,3.9,3.7,4.9,0
EMP-0014882,IT,Analyst,11.0,Band 3,3.6,55,21.5,3.3,2.0,9.8,0
EMP-0007430,Finance,Director,1.7,Band 1,3.2,55,7.2,2.6,5.0,6.4,0
EMP-0000726,Sales,Director,7.8,Band 2,1.9,104,20.1,2.9,3.2,4.9,0
EMP-0009686,Finance,Senior Manager,8.8,Band 6,3.1,59,17.1,2.8,2.8,5.2,0
EMP-0004715,Engineering,Senior Manager,15.2,Band 3,3.7,81,15.1,3.4,4.3,0.1,0
EMP-0013122,Finance,Director,2.0,Band 5,3.2,22,24.0,3.5,2.5,7.5,0
EMP-0001716,Product,Individual Contributor,22.6,Band 4,2.8,88,1.7,2.6,3.4,9.3,1
EMP-0008940,Finance,Manager,17.0,Band 4,3.0,37,6.0,4.1,2.5,5.1,1
EMP-0001462,Marketing,VP,23.4,Band 2,3.7,103,21.0,4.5,2.7,1.2,0
EMP-0001694,IT,Associate,3.8,Band 3,3.9,19,9.9,2.9,3.2,10.0,1
EMP-0014421,Customer Success,Associate,17.5,Band 6,2.0,48,6.6,4.6,1.4,5.3,0
EMP-0008434,Sales,Analyst,6.2,Band 6,3.0,49,21.1,1.5,2.9,3.4,1
EMP-0003489,Engineering,Senior Manager,1.0,Band 5,3.9,70,11.1,3.5,2.6,1.9,0
EMP-0006749,Engineering,Director,25.0,Band 1,1.6,83,11.1,2.2,1.0,8.3,1
EMP-0001494,Product,Director,21.1,Band 5,2.5,10,11.1,3.5,4.4,8.0,0
EMP-0014532,IT,Team Lead,21.8,Band 4,4.2,83,22.6,3.5,2.7,4.3,0
EMP-0000879,Finance,Senior Manager,21.0,Band 1,1.9,21,11.9,2.8,1.9,3.7,0
EMP-0008901,Legal,Director,15.8,Band 2,4.9,39,10.7,3.1,3.6,2.0,0
EMP-0000506,IT,Team Lead,14.3,Band 6,5.0,76,21.2,2.1,2.9,4.9,1
EMP-0012211,HR,Senior Manager,13.7,Band 5,2.3,43,10.3,3.5,2.9,4.0,1
EMP-0001024,Sales,Manager,13.5,Band 3,2.2,0,9.8,2.2,1.0,7.4,1
EMP-0001053,Legal,VP,14.0,Band 1,1.9,65,1.1,3.9,2.4,7.3,0
EMP-0001493,Legal,Director,5.7,Band 4,2.8,53,8.9,3.8,2.6,3.6,0
EMP-0005839,Marketing,Associate,5.1,Band 5,4.1,77,5.2,4.4,3.5,3.4,0
EMP-0006654,Finance,Individual Contributor,11.1,Band 1,4.9,77,2.8,2.3,4.2,6.0,0
EMP-0006751,Finance,Associate,9.7,Band 5,3.6,10,23.9,4.4,5.0,9.4,0
EMP-0001078,IT,Analyst,20.4,Band 2,2.7,111,3.4,2.7,3.1,8.5,0
EMP-0002260,IT,Senior Manager,10.1,Band 3,4.1,47,21.7,2.5,4.3,7.6,0
EMP-0009784,Finance,Individual Contributor,4.8,Band 3,2.7,89,12.8,3.4,2.0,9.3,0
EMP-0001468,Operations,Director,20.9,Band 3,3.1,98,7.7,3.2,3.0,9.0,0
EMP-0000446,Operations,Individual Contributor,28.5,Band 5,4.4,95,6.3,4.3,1.5,1.0,0
EMP-0007209,Finance,Associate,29.8,Band 5,4.5,76,14.6,2.0,3.7,4.1,0
EMP-0011819,HR,Associate,16.0,Band 3,3.2,5,6.2,3.0,1.8,2.8,0
EMP-0005244,Operations,Analyst,26.2,Band 5,2.7,64,13.8,4.4,1.9,1.0,0
EMP-0004811,Finance,Senior Manager,12.9,Band 2,4.0,22,7.7,1.6,3.1,8.5,0
EMP-0008306,Legal,Associate,14.0,Band 6,4.5,45,15.1,3.7,3.2,9.3,0
EMP-0005276,Operations,Director,4.8,Band 2,2.1,42,19.0,1.8,3.9,8.9,0
EMP-0002204,Operations,Team Lead,9.5,Band 5,1.8,92,24.8,1.0,4.5,9.3,0
EMP-0003993,Customer Success,Team Lead,3.6,Band 3,3.4,119,19.7,4.3,4.8,4.0,0
EMP-0006479,Marketing,Manager,12.7,Band 4,3.8,77,20.5,3.0,3.7,7.6,0
EMP-0007394,Engineering,Individual Contributor,5.0,Band 3,2.2,5,16.0,3.4,2.5,5.0,0
EMP-0010011,Engineering,Director,9.4,Band 2,4.2,100,21.2,2.9,3.5,2.7,0
EMP-0011822,Finance,VP,2.6,Band 2,3.1,106,23.4,1.9,3.8,7.7,1
EMP-0007710,Engineering,Analyst,25.0,Band 2,2.5,21,20.2,3.2,2.4,7.7,0
EMP-0011549,Engineering,Senior Manager,16.4,Band 2,4.3,98,9.0,5.0,2.8,2.4,1
EMP-0002424,Engineering,Analyst,23.1,Band 2,3.1,79,9.8,2.9,2.4,8.4,0
EMP-0002115,IT,VP,28.2,Band 3,4.8,90,22.1,3.4,3.3,9.3,1
EMP-0005331,Marketing,Manager,28.3,Band 2,1.9,51,18.7,3.4,2.6,7.0,0
EMP-0009067,Legal,Manager,1.6,Band 1,2.7,3,5.4,2.7,4.7,9.4,0
EMP-0011627,Sales,Individual Contributor,23.3,Band 4,3.2,39,10.7,3.2,3.3,2.0,0
EMP-0006358,Legal,Manager,27.6,Band 3,2.6,4,16.3,2.1,2.4,5.1,1
EMP-0009961,HR,Senior Manager,13.9,Band 3,3.5,95,24.9,2.4,3.3,1.0,1
EMP-0010794,IT,Analyst,18.0,Band 3,2.3,30,4.6,3.6,1.9,7.7,0
EMP-0011326,Legal,Analyst,19.6,Band 3,4.1,7,4.9,1.2,2.5,6.9,0
EMP-0004987,Marketing,Analyst,7.0,Band 1,3.7,110,13.4,1.9,4.9,6.6,0
EMP-0013923,Operations,Associate,1.2,Band 6,2.0,87,2.7,2.3,4.6,5.9,0
EMP-0001473,Operations,Senior Manager,20.1,Band 4,2.8,84,10.6,1.0,4.6,8.6,1
EMP-0006963,HR,Senior Manager,20.4,Band 2,2.3,28,4.6,4.5,1.7,5.2,1
EMP-0000534,Product,Analyst,28.7,Band 4,2.2,0,12.5,3.4,1.6,3.8,0
EMP-0006453,HR,Director,13.4,Band 6,4.4,4,18.8,4.4,1.6,8.8,1
EMP-0011477,Product,Associate,24.7,Band 2,4.5,53,15.2,2.9,3.2,2.8,0
EMP-0013196,Sales,Associate,29.9,Band 1,2.3,116,0.5,3.9,4.4,0.7,0
EMP-0009327,Marketing,Manager,24.8,Band 1,4.3,101,2.4,4.6,2.0,2.3,1
EMP-0007669,Customer Success,Individual Contributor,26.9,Band 1,2.4,8,13.2,4.1,2.4,7.2,1
EMP-0012817,Finance,VP,22.6,Band 3,3.9,26,1.2,3.3,4.1,5.6,0
EMP-0003156,Legal,VP,19.6,Band 1,2.1,19,3.1,3.5,3.9,7.4,0
EMP-0014909,Customer Success,Team Lead,4.5,Band 4,1.6,91,11.2,4.4,2.3,2.6,0
EMP-0004416,Legal,Associate,11.1,Band 3,2.8,60,14.5,3.3,2.9,3.2,0
EMP-0007984,HR,VP,21.2,Band 2,2.0,61,18.1,1.6,1.3,9.2,1
EMP-0010941,Customer Success,Team Lead,3.7,Band 3,4.0,117,1.4,3.4,3.4,2.1,1
EMP-0008322,Finance,Senior Manager,5.3,Band 3,1.9,15,6.3,3.5,4.5,7.3,0
EMP-0009057,Engineering,VP,8.2,Band 6,4.1,37,14.7,2.0,1.7,1.7,0
EMP-0002076,Engineering,VP,17.9,Band 1,3.7,113,8.5,4.0,4.1,7.6,0
EMP-0005132,HR,Manager,28.5,Band 3,4.3,105,22.3,4.2,3.1,2.1,0
EMP-0008112,Finance,Manager,16.4,Band 6,2.3,28,5.8,4.3,3.7,2.0,0
EMP-0011941,Marketing,Manager,20.6,Band 2,4.5,15,22.4,3.4,3.7,7.5,0
EMP-0003231,Marketing,Team Lead,19.3,Band 1,1.8,67,13.7,2.7,2.7,8.1,1
EMP-0001364,Operations,Associate,5.4,Band 4,4.7,45,16.7,3.2,4.6,2.4,0
EMP-0012033,Engineering,Individual Contributor,17.1,Band 3,2.4,21,18.7,1.3,2.9,8.7,1
EMP-0004353,Marketing,Team Lead,28.2,Band 1,3.7,7,6.6,4.4,3.4,1.4,0
EMP-0006315,Sales,VP,29.9,Band 1,1.9,85,5.9,2.3,2.5,9.6,0
EMP-0014154,Sales,Individual Contributor,19.7,Band 3,3.1,65,3.5,2.2,2.0,9.8,0
EMP-0013602,Sales,Team Lead,7.6,Band 2,4.0,93,4.0,4.0,1.0,7.5,0
EMP-0011070,Customer Success,Analyst,28.0,Band 2,1.7,67,7.2,2.9,4.6,3.8,0
EMP-0008602,IT,Individual Contributor,23.1,Band 5,2.2,104,23.7,4.0,2.6,3.4,0
EMP-0001740,IT,Manager,1.2,Band 1,4.5,40,21.8,2.6,2.4,7.1,0
EMP-0007741,Operations,Associate,18.6,Band 4,2.5,85,4.7,4.4,4.0,1.2,1
EMP-0001999,Product,Director,1.3,Band 3,1.7,85,17.5,3.6,2.7,2.1,0
EMP-0012078,Marketing,Director,15.2,Band 4,2.2,90,7.8,3.8,2.7,2.1,0
EMP-0012092,Sales,Manager,5.4,Band 2,2.8,86,0.4,1.5,3.9,8.8,0
EMP-0012450,Engineering,Senior Manager,4.6,Band 5,2.1,75,24.0,1.5,2.0,4.7,0
EMP-0011006,Sales,Associate,13.7,Band 3,2.8,110,17.8,3.0,3.8,5.1,1
EMP-0001997,Legal,Manager,7.7,Band 1,1.9,106,11.3,3.5,2.0,9.6,0
EMP-0004683,Product,VP,21.9,Band 5,3.4,6,4.8,3.0,3.5,4.4,1
EMP-0007946,Product,Director,1.3,Band 6,4.1,10,24.4,2.5,2.5,9.2,0
EMP-0011744,Legal,VP,27.8,Band 3,3.9,100,9.1,2.0,2.3,9.0,1
EMP-0004303,Marketing,Individual Contributor,16.0,Band 6,4.7,33,2.9,2.2,2.8,3.6,0
EMP-0003374,Marketing,Senior Manager,14.2,Band 1,4.5,79,21.4,3.9,2.7,1.2,1
EMP-0004183,Customer Success,Individual Contributor,5.5,Band 2,4.2,57,17.4,3.6,4.1,6.1,0
EMP-0001623,HR,Analyst,18.7,Band 4,3.8,64,18.8,1.9,3.4,1.7,1
EMP-0004889,Customer Success,Manager,10.2,Band 6,3.1,73,10.3,2.5,3.5,7.1,0
EMP-0014996,Marketing,VP,5.6,Band 6,3.5,120,15.3,3.4,2.2,5.7,0
EMP-0009159,Product,Manager,19.1,Band 1,2.0,12,9.5,2.3,1.6,7.0,0
EMP-0014201,Product,Analyst,26.8,Band 4,4.4,96,21.5,3.0,3.5,0.0,0
EMP-0000363,Finance,Individual Contributor,12.0,Band 3,3.8,9,1.9,2.2,3.5,6.5,0
EMP-0012372,IT,Analyst,17.0,Band 4,4.1,72,5.6,4.0,3.3,2.9,0
EMP-0008227,Operations,Director,28.3,Band 6,2.9,87,14.5,3.5,3.2,9.5,0
EMP-0009571,Legal,Analyst,11.8,Band 1,2.1,38,12.3,3.6,5.0,0.8,0
EMP-0009901,Product,Individual Contributor,24.6,Band 2,2.6,22,22.8,2.8,4.0,9.4,0
EMP-0001546,Engineering,VP,25.8,Band 3,3.0,71,19.1,2.9,2.8,4.1,1
